Title,Text
Du Plessis warns SA against complacency ahead of second Test,South Africa’s captain sounds the alarm: one win doesn’t erase years of collapse and inconsistency.
‘PFF audit imperative to pave way for funding from FIFA and AFC’,"Humza Khan says there's no “magic wand” to fix Pakistan football — but without transparency and elections, even FIFA’s millions can’t revive the sport."
Denmark sources record 47pc of power from wind,A tiny country just showed the world what serious climate action looks like — while bigger polluters continue to make excuses.
LNG supplies increase,Govt touts 14pc rise in LNG cargoes as an energy win — but critics ask why consumers still face load shedding and inflated gas bills.
Abu Dhabi announces $200m for SMEs,"While the UAE rolls out billions in business support, Pakistan’s own small businesses drown in red tape, apathy and rising costs."
Govt to give Rs204bn Sukkur-Hyderabad Motorway to private sector on BOT basis,"Pakistan’s infrastructure dreams are now in private hands — and the public’s still waiting for accountability on the last ""mega project."""
IHC moved against FIA official in judge video scam,More twists in the explosive judge-video scandal — top FIA officials now dragged to court as public faith in “justice” continues to erode.
30 fishing boats destroyed by sea current in Gwadar,"Fishermen count their losses, blaming stalled government projects for turning the sea into a graveyard of livelihoods."
"Lawyer being probed for Secret Act ‘violations’, court told",A retired army officer and lawyer held by a “subordinate agency” — and the state refuses to call it an abduction?
Govt’s inaction over locust attack in Sindh decried,"With crops already decimated, opposition slams federal apathy — will it take a full-blown wheat crisis for Islamabad to wake up?"
"Global bodies, allies alerted about threats from India: FO",Islamabad steps up warnings on Modi’s hawkish agenda — the world shrugs while nuclear neighbours edge closer to chaos.
495 lawmakers fail to submit statements of assets with ECP,From Zardari to Bilawal — nearly 500 lawmakers in blatant defiance of asset declaration rules. Who’s actually watching the watchdogs?
Senators engage in heated debate over Musharraf conviction,Musharraf’s ghost still haunts parliament — a fiery session reveals deep fractures over the legacy of Pakistan’s most controversial general.
Floods in Jakarta recede as death toll tops 30,"As waters pull back, the scale of devastation emerges — residents now left to wade through muck, grief and government inaction."
Govt may accept Etisalat offer to settle dues row,"In a staggering concession, Islamabad may write off over $500 million — 13 years of delay now ending in what critics call a 'surrender.'"
Rare political accord on changes to Army Act,"In an eerie show of unity, political rivals drop resistance — is parliament fast-tracking power without debate?"
Polio tally for 2019 rises to 123 cases,"With new cases emerging, Pakistan stumbles in global health fight — and children once again pay the price for systemic failures."
Missiles hit Green Zone and Iraq base housing US troops: security sources,Tensions explode as rockets rain down on Baghdad’s most fortified areas — a region on the brink of unraveling.
Iranian cyberattacks feared after killing of top general: security experts,Experts warn of digital war fallout — are Pakistan’s defences ready if the Middle East fire spreads online?
Soleimani's killing: China tells Iran foreign minister that US should stop 'abusing' use of force,Beijing scolds Washington as global powers scramble to prevent another Middle East meltdown.
"In pictures: Iraqis, Palestinians join Iran in honouring Soleimani, others killed in US air strike",A sea of mourners floods Baghdad in a chilling display of regional rage and unity against American actions.
"Effective police performance can change the country's fate, says PM Imran",Imran Khan’s police reform talk faces skepticism as brutality cases and public mistrust continue to haunt law enforcement.
"Fury, tears as thousands in Baghdad mourn Iran commander killed by US","The funeral becomes a fiery indictment of US policy — masses cry for revenge, while global powers brace for backlash."
Karachi mayor apologises to family of boy his son assaulted,"The mayor bows his head, but critics ask: will justice ever touch the elite — or is apology the new immunity?"
Hania Amir teases Fahad Mustafa with her New Year's resolution involving TikTok,"As the nation grapples with crisis, our celebrities offer TikTok antics — distraction or delusion?"
Hollywood female directors reached record highs in 2019,A ‘record year’ that still reeks of inequality — Hollywood pats itself on the back while women fight for scraps.
Attempts to paint Nankana Sahib altercation as a communal issue patently motivated: FO,"As tensions rise, the government insists it’s all just “mischief” — but is this gaslighting or gross negligence?"
Sanaullah demands video evidence against him be presented in court,Another high-profile case built on whispers — where is the damning footage the government promised?
Ahsan Khan and Ayesha Omar resume shooting Rehbara after 2 year hiatus,"Delayed, derailed and now miraculously revived — is this a love story or a slow-motion trainwreck?"
CEO Tim Cook sees pay ebb along with Apple performance,"Apple’s profits shrink, Cook’s bonus takes a “hit” — just $7.7 million this year, poor guy."
Editorial: Govt must show advocate Inamur Rahim’s due process rights are not being violated in detention,"Locked away without answers — if this is how they treat a lawyer, what hope is there for the rest of us?"
